iter	RMSE
0	0.04766352706
1	0.01273743987
2	0.006054334913
3	0.004696342244
4	0.004628452736
5	0.004577296622
6	0.004566224244
7	0.004565795106
8	0.004565513215
9	0.00456531257
10	0.004565309382
11	0.004565307279
12	0.004565307029
13	0.004565306999
14	0.004565306994
15	0.004565306993
16	0.004565306993
17	0.004565306993
18	0.004565306993
19	0.004565306993
20	0.004565306993
21	0.004565306993
22	0.004565306993
23	0.004565306993
24	0.004565306993
25	0.004565306993
26	0.004565306993
27	0.004565306993
28	0.004565306993
29	0.004565306993
30	0.004565306993
31	0.004565306993
32	0.004565306993
33	0.004565306993
34	0.004565306993
35	0.004565306993
36	0.004565306993
37	0.004565306993
38	0.004565306993
39	0.004565306993
40	0.004565306993
41	0.004565306993
42	0.004565306993
43	0.004565306993
44	0.004565306993
45	0.004565306993
46	0.004565306993
47	0.004565306993
48	0.004565306993
49	0.004565306993
50	0.004565306993
51	0.004565306993
52	0.004565306993
53	0.004565306993
54	0.004565306993
55	0.004565306993
56	0.004565306993
57	0.004565306993
58	0.004565306993
59	0.004565306993
60	0.004565306993
61	0.004565306993
62	0.004565306993
63	0.004565306993
64	0.004565306993
65	0.004565306993
66	0.004565306993
67	0.004565306993
68	0.004565306993
69	0.004565306993
70	0.004565306993
71	0.004565306993
72	0.004565306993
73	0.004565306993
74	0.004565306993
75	0.004565306993
76	0.004565306993
77	0.004565306993
78	0.004565306993
79	0.004565306993
80	0.004565306993
81	0.004565306993
82	0.004565306993
83	0.004565306993
84	0.004565306993
85	0.004565306993
86	0.004565306993
87	0.004565306993
88	0.004565306993
89	0.004565306993
90	0.004565306993
91	0.004565306993
92	0.004565306993
93	0.004565306993
94	0.004565306993
95	0.004565306993
96	0.004565306993
97	0.004565306993
98	0.004565306993
99	0.004565306993
100	0.004565306993
101	0.004565306993
102	0.004565306993
103	0.004565306993
104	0.004565306993
105	0.004565306993
106	0.004565306993
107	0.004565306993
108	0.004565306993
109	0.004565306993
110	0.004565306993
111	0.004565306993
112	0.004565306993
113	0.004565306993
114	0.004565306993
115	0.004565306993
116	0.004565306993
117	0.004565306993
118	0.004565306993
119	0.004565306993
120	0.004565306993
121	0.004565306993
122	0.004565306993
123	0.004565306993
124	0.004565306993
125	0.004565306993
126	0.004565306993
127	0.004565306993
128	0.004565306993
129	0.004565306993
130	0.004565306993
131	0.004565306993
132	0.004565306993
133	0.004565306993
134	0.004565306993
135	0.004565306993
136	0.004565306993
137	0.004565306993
138	0.004565306993
139	0.004565306993
140	0.004565306993
141	0.004565306993
142	0.004565306993
143	0.004565306993
144	0.004565306993
145	0.004565306993
146	0.004565306993
147	0.004565306993
148	0.004565306993
149	0.004565306993
150	0.004565306993
151	0.004565306993
152	0.004565306993
153	0.004565306993
154	0.004565306993
155	0.004565306993
156	0.004565306993
157	0.004565306993
158	0.004565306993
159	0.004565306993
160	0.004565306993
161	0.004565306993
162	0.004565306993
163	0.004565306993
164	0.004565306993
165	0.004565306993
166	0.004565306993
167	0.004565306993
168	0.004565306993
169	0.004565306993
170	0.004565306993
171	0.004565306993
172	0.004565306993
173	0.004565306993
174	0.004565306993
175	0.004565306993
176	0.004565306993
177	0.004565306993
178	0.004565306993
179	0.004565306993
180	0.004565306993
181	0.004565306993
182	0.004565306993
183	0.004565306993
184	0.004565306993
185	0.004565306993
186	0.004565306993
187	0.004565306993
188	0.004565306993
189	0.004565306993
190	0.004565306993
191	0.004565306993
192	0.004565306993
193	0.004565306993
194	0.004565306993
195	0.004565306993
196	0.004565306993
197	0.004565306993
198	0.004565306993
199	0.004565306993
