iter	RMSE
0	0.1290592277
1	0.03986455363
2	0.009700405052
3	0.002707929985
4	0.000852201095
5	0.0008345676223
6	0.0008340693384
7	0.0008340654515
8	0.0008340633928
9	0.0008340632316
10	0.0008340630734
11	0.0008340630734
12	0.0008340630732
13	0.0008340630732
14	0.0008340630732
15	0.0008340630731
16	0.0008340630731
17	0.0008340630731
18	0.0008340630731
19	0.0008340630731
20	0.0008340630731
21	0.0008340630731
22	0.0008340630731
23	0.0008340630731
24	0.0008340630731
25	0.0008340630731
26	0.0008340630731
27	0.0008340630731
28	0.0008340630731
29	0.0008340630731
30	0.0008340630731
31	0.0008340630731
32	0.0008340630731
33	0.0008340630731
34	0.0008340630731
35	0.0008340630731
36	0.0008340630731
37	0.0008340630731
38	0.0008340630731
39	0.0008340630731
40	0.0008340630731
41	0.0008340630731
42	0.0008340630731
43	0.0008340630731
44	0.0008340630731
45	0.0008340630731
46	0.0008340630731
47	0.0008340630731
48	0.0008340630731
49	0.0008340630731
50	0.0008340630731
51	0.0008340630731
52	0.0008340630731
53	0.0008340630731
54	0.0008340630731
55	0.0008340630731
56	0.0008340630731
57	0.0008340630731
58	0.0008340630731
59	0.0008340630731
60	0.0008340630731
61	0.0008340630731
62	0.0008340630731
63	0.0008340630731
64	0.0008340630731
65	0.0008340630731
66	0.0008340630731
67	0.0008340630731
68	0.0008340630731
69	0.0008340630731
70	0.0008340630731
71	0.0008340630731
72	0.0008340630731
73	0.0008340630731
74	0.0008340630731
75	0.0008340630731
76	0.0008340630731
77	0.0008340630731
78	0.0008340630731
79	0.0008340630731
80	0.0008340630731
81	0.0008340630731
82	0.0008340630731
83	0.0008340630731
84	0.0008340630731
85	0.0008340630731
86	0.0008340630731
87	0.0008340630731
88	0.0008340630731
89	0.0008340630731
90	0.0008340630731
91	0.0008340630731
